TeamId;ES L1 LW;ES L1 C;ES L1 RW;ES L1 LD;ES L1 RD;ES L2 LW;ES L2 C;ES L2 RW;ES L2 LD;ES L2 RD;ES L3 LW;ES L3 C;ES L3 RW;ES L3 LD;ES L3 RD;ES L4 LW;ES L4 C;ES L4 RW;ES L4 LD;ES L4 RD;PP5on4 L1 LW;PP5on4 L1 C;PP5on4 L1 RW;PP5on4 L1 LD;PP5on4 L1 RD;PP5on4 L2 LW;PP5on4 L2 C;PP5on4 L2 RW;PP5on4 L2 LD;PP5on4 L2 RD;PP5on3 L1 LW;PP5on3 L1 C;PP5on3 L1 RW;PP5on3 L1 LD;PP5on3 L1 RD;PP5on3 L2 LW;PP5on3 L2 C;PP5on3 L2 RW;PP5on3 L2 LD;PP5on3 L2 RD;PP4on3 L1 F1;PP4on3 L1 F2;PP4on3 L1 LD;PP4on3 L1 RD;PP4on3 L2 F1;PP4on3 L2 F2;PP4on3 L2 LD;PP4on3 L2 RD;PK4on5 L1 F1;PK4on5 L1 F2;PK4on5 L1 LD;PK4on5 L1 RD;PK4on5 L2 F1;PK4on5 L2 F2;PK4on5 L2 LD;PK4on5 L2 LD;PK4on5 L3 F1;PK4on5 L3 F2;PK4on5 L3 LD;PK4on5 L3 LD;PK3on5 L1 F1;PK3on5 L1 LD;PK3on5 L1 RD;PK3on5 L2 F1;PK3on5 L2 LD;PK3on5 L2 LD;PK3on4 L1 F1;PK3on4 L1 LD;PK3on4 L1 RD;PK3on4 L2 F1;PK3on4 L2 LD;PK3on4 L2 LD;4on4 L1 F1;4on4 L1 F2;4on4 L1 LD;4on4 L1 RD;4on4 L2 F1;4on4 L2 F2;4on4 L2 LD;4on4 L2 LD;3on3 L1 F1;3on3 L1 LD;3on3 L1 RD;3on3 L2 F1;3on3 L2 LD;3on3 L2 LD;Shootout 1;Shootout 2;Shootout 3;Shootout 4;Shootout 5;Goalie 1;Goalie 2;Extra Attacker 1;Extra Attacker 2;
106;9952;7010;6970;9349;9447;7968;6947;7410;8077;8073;8058;9951;7465;8678;8541;9147;9953;8005;;;7010;9953;6970;9447;9349;9952;9951;7465;8005;8077;7010;9951;6970;9447;9349;9952;9953;7465;8005;8077;9951;6970;9953;9447;7010;8005;6947;9349;6947;7010;9349;9447;6970;9952;8077;8073;9951;7410;8678;8541;7010;9349;9447;6947;8077;8073;7010;9349;9447;6947;8077;8073;7410;6970;9349;9447;6947;7010;8077;8073;7410;6970;9447;6947;7010;9349;6970;9951;6947;8005;9953;8031;8549;6970;9951;
107;7453;8665;7458;9432;7416;8033;8542;8063;7503;8089;9192;9097;8630;9357;;8543;9142;9137;;;9192;8665;8630;7416;8089;8033;8542;8063;9432;7503;9192;8665;8630;7416;8089;8033;8542;8063;7503;9432;9192;8665;8089;7416;8033;8630;7503;9432;8063;7458;9357;7416;9192;7453;9432;8089;9142;8665;7503;;7458;9357;7416;8063;9432;8089;7458;9357;7416;8063;9432;8089;8665;7453;9432;7416;8063;7458;7503;8089;8665;7453;9432;8063;7458;7416;7416;9432;;8665;8089;8109;8037;9432;7416;
108;7470;6928;7479;7421;9418;8012;7004;8054;9327;8690;8083;8616;7473;8649;8524;8065;8151;9344;;;7470;6928;7479;7421;9418;8083;7004;7473;8054;9327;7470;6928;7479;7421;9418;8083;7004;7473;8054;9327;7470;7479;6928;7421;7473;7004;8083;9418;8012;8054;9327;9418;7479;9344;7421;8690;6928;7470;8649;8524;8054;9327;9418;8012;7421;8690;8054;9327;9418;8012;7421;8690;7470;7479;7421;9418;7004;6928;9327;8690;7470;7479;7421;7004;6928;9418;8012;7479;7421;7470;8054;8056;7993;7470;7479;
109;8092;;7979;7540;7490;8093;7553;8162;9320;8035;7513;7440;8087;8669;8036;8011;8030;8597;;;8030;7440;8092;7540;7490;8093;8087;7979;7553;8035;8030;7440;8092;8087;7540;8093;7553;7979;7490;8035;8030;7440;8087;7540;8092;7553;8035;7490;7553;;9320;7490;8092;8011;7540;8035;7979;8093;8669;8036;;9320;7490;7553;7540;8035;;9320;7490;7553;7540;8035;7553;;7540;7490;8092;7440;9320;8035;7553;;7540;8092;7440;7490;7540;7440;;7553;8093;7538;8626;;7553;
110;7539;7036;7413;7542;7452;8028;9358;8091;8098;8044;8060;9949;7965;9213;8681;8068;9298;8086;;;7539;7036;7413;9949;7452;8028;9358;8068;8060;7542;7539;7036;7413;9949;7452;8028;9358;8068;8060;7542;7036;7413;7539;7452;9358;9949;8028;7542;7539;8028;7542;8044;7413;7036;8098;8681;8086;8091;9213;7452;7539;7542;8044;8028;8098;8681;7539;7542;8044;8028;8098;8681;7413;7539;7542;7452;8028;7036;8098;8044;7413;7539;7542;8028;7036;7452;7036;7539;7413;8028;7965;8564;9199;7036;7539;
111;8738;6951;7533;6917;8085;7518;;9424;8704;8580;8001;8008;;8530;8634;7418;8653;;;;8738;6951;7533;6917;8580;7518;;9424;;8704;8738;6951;7533;6917;8580;7518;;9424;;8704;6951;8738;7533;6917;9424;;;8580;7533;7518;6917;8085;6951;8738;8704;8580;;8001;8530;8634;7533;6917;8085;7518;8704;8580;7533;6917;8085;7518;8704;8580;8738;7533;6917;8085;;6951;8704;8580;8738;7533;6917;;6951;8085;8738;6951;9424;7533;7518;8529;9202;7533;6951;
112;8737;7038;8010;7002;9444;8531;8070;7491;9342;7976;8602;8067;8666;7960;7981;8609;9148;9188;;;8609;8737;8010;7038;9444;8531;8070;8666;9342;7002;8609;8737;8010;7038;9444;8531;8070;8666;9342;7002;7038;8737;9342;9444;8010;8070;8666;7002;7038;8602;7002;7976;7491;8010;9342;9444;8737;8531;7960;7981;7038;7002;7976;8602;9342;9444;7038;7002;7976;8602;9342;9444;8737;7038;7002;9444;7491;8010;9342;7976;8737;7038;7002;7491;8010;9444;7038;8737;9444;8531;9342;7466;8703;8737;7038;
113;7411;7015;8061;9269;9111;7980;9323;7531;9216;9296;7959;7457;8007;9206;9260;8596;8648;8594;;;7411;7015;8061;9323;9111;7980;7457;8594;7959;9296;7411;7015;8061;9323;9111;7980;7457;8594;7959;9296;9323;7015;7411;9111;7980;8061;7457;9296;8007;7015;9269;9111;9323;7411;9206;9296;7980;8061;9216;9260;7015;9269;9111;8007;9206;9296;7015;9269;9111;8007;9206;9296;7411;7015;9269;9111;9323;8061;9216;9296;8061;7015;9111;7411;9323;9296;7015;8061;8007;9323;7411;7512;9341;7015;8061;
114;6930;8733;8024;8528;8536;8055;7424;7990;8694;8080;7426;9168;8540;8603;9094;8017;9161;8606;;;8055;8733;8024;7424;8694;6930;9168;8606;7990;8528;8055;8733;8024;7424;8694;6930;9168;8606;7990;8528;8055;8733;8024;8694;8606;7424;6930;8528;8024;7424;8528;8536;7990;8733;8603;8080;8540;7426;8694;9094;7424;8528;8536;8024;8603;8080;7424;8528;8536;8024;8603;8080;7424;8733;8528;8536;6930;8024;8694;8080;7424;8733;8528;6930;8024;8080;8733;8024;8055;7990;8606;9361;9958;8733;8024;
115;9425;9404;7449;9315;8048;7507;8539;8003;8647;8032;7982;8661;8633;9106;9191;8584;8622;9105;;;9425;9404;7449;9315;8032;8584;8539;8003;8048;8647;9425;9404;7449;9315;8032;8584;8539;8003;8048;8647;9425;9404;7449;9315;8584;8003;8048;8032;8003;9425;9315;8048;7449;7507;8647;8032;7982;9404;9106;9191;9425;9315;8048;8003;8647;8032;9425;9315;8048;8003;8647;8032;9404;9425;9315;8048;8003;7449;8647;8032;9404;9425;8048;8003;7449;9315;9404;7449;9425;7507;9315;7461;9312;9404;9425;
116;7422;6957;7483;7995;7487;7492;6941;8018;9299;8591;9360;7967;7983;9177;9110;7522;8534;9124;;;7422;6957;7483;9360;7487;7492;6941;8018;7995;9177;7422;6957;7483;9360;7487;7492;6941;8018;7995;9177;9360;7422;6957;7487;6941;7483;7492;7995;7492;7422;7995;7487;9360;6957;9177;8591;7483;8018;9299;9110;7492;7995;7487;7422;9299;8591;7492;7995;7487;7422;9177;8591;6957;7422;7995;7487;9360;7492;9299;8591;6957;7422;7487;9360;7492;7995;6941;9360;7422;7492;7487;8108;8729;7422;7492;
117;7033;6948;7998;7478;9354;8043;7051;9093;8069;8051;9123;8567;9115;7972;9270;9112;8026;8585;;;7033;6948;7998;7051;7478;8043;8567;9093;9354;8051;7033;6948;7998;7051;7478;8043;8567;9093;8051;9354;7051;6948;7033;7478;7998;8567;8051;9354;7051;6948;9354;8069;8585;7033;7478;8051;7998;8567;7972;9270;6948;9354;8069;7051;7478;8051;6948;9354;8069;7051;7478;8051;7051;6948;7478;9354;8567;7033;8069;8051;7051;6948;7478;8567;7033;9354;6948;7478;7051;7033;7998;8658;9224;6948;7033;
118;9305;7018;9343;7419;9311;7973;7978;9430;8635;8676;9362;8009;7488;7961;7585;8623;8526;7547;;;9305;7018;9430;7419;9311;9343;7978;7488;8676;7585;9305;7018;9430;7419;9311;9343;7978;7488;8676;7585;9430;9305;9343;7419;7978;7018;8676;9311;9305;9343;7419;9311;9430;9362;7961;8676;7973;7018;8635;7585;9343;7419;9311;9305;7961;8676;9343;7419;9311;9305;7961;8676;9343;9305;7419;9311;7018;9430;8635;8676;9343;9305;9311;7018;9430;7419;9305;9343;9430;7018;7419;8629;9121;9305;9343;
119;9183;6950;9338;6919;9441;8532;7414;8525;7468;8016;8656;8615;8547;7958;9098;9084;9109;8655;;;9183;6950;9338;6919;8016;8532;7414;8525;9441;7468;9183;6950;9338;6919;8016;8532;7414;8525;9441;7468;9338;6950;8016;6919;8615;7414;7468;9441;6950;9338;6919;9441;8525;7414;7468;8016;8547;8615;7958;9098;6950;6919;9441;9338;7468;8016;6950;6919;9441;9338;7468;8016;9338;6950;6919;9441;8525;7414;7468;8016;9338;6950;6919;8525;7414;9441;6950;6919;9338;8525;8016;8717;8614;6950;9338;
120;7523;7484;9335;8742;7445;9366;7459;;7451;9431;7495;7991;8601;7548;8146;9184;8148;8095;;;7523;7459;9335;7451;8742;9366;7484;8601;7445;9431;7523;7459;9335;7451;8742;9366;7484;8601;7445;9431;9366;7523;7445;7451;7459;9335;9431;8742;7484;7459;8742;9431;7523;;7548;7445;9335;9366;7451;8146;7459;8742;9431;7484;7548;7445;7459;8742;9431;7484;7548;7445;7484;7523;8742;7445;9335;9366;7451;9431;7484;7523;8742;9335;9366;7445;9335;7523;8742;9366;7459;8057;8590;7445;7484;
121;8555;8023;7455;8002;7044;8145;8075;7514;7534;8556;9200;9214;8563;8141;8544;9092;9117;9173;;;8555;8075;7455;8002;7534;8145;9214;8563;7044;8556;8555;8075;7455;8002;7534;8145;9214;8563;7044;8556;8555;7455;7534;8002;8563;8145;8556;7044;8023;7455;8141;7044;8075;7514;8002;7534;9214;8555;8544;8556;7455;8141;7044;8023;8002;7534;7455;8141;7044;8023;8002;7534;7514;7455;8002;7044;8145;8555;7534;8556;7514;7455;7044;8145;8555;8002;7455;8556;7514;7044;8555;9339;7971;7455;8555;
122;7537;6983;7462;8663;7443;8029;9359;8039;9259;9300;7977;8593;9297;8705;8572;9271;9130;8646;;;7537;6983;7462;8029;8663;9359;8593;8646;9271;9259;7537;6983;7462;8029;8663;9359;8593;8646;9271;9259;7537;6983;7462;8663;9359;8029;9271;9259;9359;7537;8663;7443;7977;8029;9259;9300;6983;9297;8705;8572;9359;8663;7443;7537;9259;9300;9359;8663;7443;7537;9259;9300;6983;7537;8663;7443;7462;8029;9259;9300;6983;7537;7443;7462;8029;8663;7537;6983;8029;7462;8646;7966;8015;7537;6983;
123;5819;2881;1169;2814;2126;1874;5772;3361;967;5895;2034;2065;1610;3268;1601;2022;3774;5746;;;5819;2881;1169;5772;967;1874;2065;3361;1610;2126;5819;2881;1169;5772;967;1874;2065;3361;1610;2126;2881;1169;5819;967;3361;5772;1610;2126;2034;5746;3268;2126;1169;5772;2814;1601;5819;2881;967;5895;5746;3268;2126;2034;2814;1601;5746;3268;2126;2034;2814;1601;2881;1169;2814;2126;5772;5819;967;5895;2881;1169;2814;5772;5819;967;3774;1169;5819;3361;1874;1835;3028;5819;1169;
124;1859;6142;6162;6145;8171;5486;9398;1627;8181;5933;1212;5533;1983;1415;1730;1042;1377;1232;;;5486;6142;1232;1415;8171;1859;1377;1983;9398;8181;5486;6142;1232;1415;8171;1859;1377;1983;9398;8181;5486;6142;1232;1415;1983;1377;1859;8171;1627;6162;8181;5933;1042;5533;6145;1730;5486;6142;8171;1415;6162;1730;5933;1627;8181;1415;6162;1730;5933;1627;8181;1415;6162;6142;8181;5933;1232;1377;6145;1415;6162;6142;8181;5486;1232;5933;1983;1859;6142;6162;9398;929;5810;6162;9398;
125;1464;2739;509;6484;8730;7026;6652;6121;5884;66;2892;516;1911;942;1563;2876;3063;6353;;;7026;6652;1911;8730;6484;6353;516;2739;942;66;7026;6652;1911;8730;6484;6353;516;2739;942;66;1911;6652;516;8730;3063;7026;942;6484;509;2876;1563;66;1464;6121;6484;5884;2892;2739;8730;942;2876;1563;66;6121;942;5884;2876;1563;66;509;942;5884;6121;509;6484;8730;1464;6652;5884;66;6121;509;8730;1464;2739;66;1911;516;6121;1464;7026;665;737;1911;7026;
126;6505;5764;5561;6735;6303;5368;5997;5982;6342;5447;6196;5613;6348;6220;6383;7042;7260;6615;;;6196;5764;5982;5997;6383;6505;6615;5561;6348;6303;6196;5764;5982;5997;6383;6505;6615;5561;6348;6303;5997;5764;5982;6383;6505;6196;5561;6303;6505;5561;6342;6220;5613;6348;6735;6303;7042;5368;6383;5447;6505;6342;6220;5561;6735;6303;6505;6342;6220;5613;6735;6303;5997;5764;6735;6303;5613;6505;6342;5447;5997;5764;6303;5613;6505;5447;5997;7260;5368;6196;6303;2770;6495;5613;5997;
127;6129;6298;2850;5623;2854;6311;6128;7068;6156;5407;6535;5756;3886;6593;5572;5703;5939;6529;;;6129;6298;7068;5623;2854;5703;5756;5939;6128;5407;6129;6298;7068;5623;2854;5703;5756;5939;6128;5407;5756;6298;2854;5623;7068;6129;5939;5407;6529;2850;6156;5572;3886;6535;6593;5407;7068;6129;5623;2854;6529;6156;5572;2850;6593;5407;6529;6156;5572;2850;6593;5407;6129;2850;5623;2854;3886;7068;6156;5572;6129;2850;5623;3886;7068;6156;6128;6129;6298;2850;3886;6539;6180;2850;6129;
128;6117;6193;6213;5973;5475;6412;7069;6144;6924;5524;5996;5978;6774;7090;5641;5266;6014;6876;;;5996;6193;6213;5266;5524;6117;5978;6144;6774;5973;5996;6193;6213;5266;5524;6117;5978;6144;6774;5973;6193;5266;5978;5524;6144;6213;6774;5973;6117;7069;5973;6924;6412;6014;5524;5475;5996;5266;7090;5641;6117;5973;6924;7069;5524;5475;6117;5973;6924;7069;5524;5475;6193;5266;5973;5475;5978;7069;6924;5524;6193;5266;5973;5978;7069;5475;6193;5973;6876;5978;6774;6287;7302;6193;7069;
129;6523;5786;3425;2887;6091;6089;3221;6174;6926;5957;6978;6626;6248;6004;6195;5600;7254;5763;;;6523;3221;3425;5786;2887;6089;6626;6174;6248;6091;6523;3221;3425;5786;2887;6089;6626;6174;6248;6091;6523;3221;3425;2887;6174;5786;6248;6091;6523;5600;2887;6091;5786;3425;6926;5957;6174;5763;6004;6195;5600;2887;6091;6523;6926;5957;5600;2887;6091;6523;6926;5957;3425;6523;2887;6091;3221;5786;6926;5957;3425;6523;2887;3221;5786;6091;3221;6523;3425;6174;5786;6198;6395;6523;5786;
130;6646;6835;6577;5500;2858;6474;5689;5645;5569;5594;5504;5574;5461;3409;2500;3416;5677;3368;;;6646;6835;6577;5500;5594;6474;5689;5574;5569;2858;6646;6835;6577;5500;5594;6474;5689;5574;5569;2858;6577;6835;5594;5500;5574;5689;6646;5569;5645;5504;3409;2500;3368;5461;5500;2858;6577;6835;5569;5594;5504;3409;2500;5461;5500;2858;5504;3409;2500;5461;5500;2858;6577;6835;5500;2858;5574;5689;5569;5594;6577;6835;5500;6646;5689;2858;6577;5500;5461;5689;5569;7115;6813;6835;5677;
131;3450;8180;5386;5741;6698;6710;6056;6455;6034;6764;6046;6851;6005;6656;8178;6944;6721;6060;;;3450;8180;5386;6698;6764;6046;6851;6455;5741;8178;3450;8180;5386;6698;6764;6046;6851;6455;5741;8178;3450;5386;6764;6698;6851;8180;6721;5741;6455;6056;6034;8178;5386;6005;6656;6698;6710;3450;5741;6764;6056;6034;8178;6455;6656;6698;6056;6034;8178;6455;6656;6698;3450;5386;5741;6698;6056;8180;6034;6764;3450;5386;6698;6056;8180;6764;6056;3450;6944;6455;6721;6753;6896;8180;6944;
132;5790;5809;6492;3882;6556;3811;6201;5647;6552;6553;5543;3423;6030;5514;7524;5379;6546;6862;;;5543;3423;6862;6201;7524;3811;5379;6030;3882;6553;3811;3423;5543;6201;7524;5790;5379;6030;3882;6553;6201;3423;5379;7524;3811;5543;6030;3882;6546;5809;6552;6556;5647;6492;5514;6553;3811;5790;3882;7524;5809;6552;6556;6546;5514;6553;5809;6552;6556;6546;5514;6553;3423;5809;3882;6556;5379;6201;6552;6553;3423;5809;3882;5379;6201;6552;6201;5379;6546;3423;3811;6491;5701;6546;5809;
133;5547;6733;6955;5824;6743;6933;5991;6357;6058;6925;6997;6759;6904;6099;6807;6389;6376;6541;;;6933;6733;6955;5824;6058;6997;6376;6357;6099;6925;6933;6733;6955;5824;6058;6997;6376;6357;6099;6925;6376;6733;6058;5824;5991;6933;6925;6099;6541;5547;5824;6743;6759;5991;6058;6807;6955;6733;6099;6925;5547;5824;6743;6541;6058;6807;6541;5824;6743;5547;6058;6807;5991;6733;5824;6743;6376;6759;6058;6925;6733;5991;5824;6376;6759;6058;6733;5547;6759;6904;5991;5668;6215;6541;6733;
134;5727;6842;5671;6211;5773;6942;6847;6911;5702;2831;6002;6125;6952;6760;6991;6054;6362;6199;;;6942;6842;5671;6211;5773;6002;6125;6911;2831;5702;6942;6842;5671;6211;5773;5727;6125;6911;2831;5702;6842;5671;5773;6211;5727;6942;5702;2831;6847;6952;6760;6991;6842;5671;6211;5773;6002;6942;5702;2831;6847;6760;6991;6952;6211;5773;6847;6760;6991;6952;6211;5773;6842;5671;6211;5773;6942;5727;5702;2831;6842;5671;6211;6942;5727;5773;5773;6942;6842;5671;5727;5820;7075;5671;5727;
135;5365;6074;5961;3157;6157;6490;5397;6320;5573;3819;5654;5616;6969;3249;3124;5803;3397;6768;;;6490;6074;6969;3397;3157;5654;5803;6768;5961;5573;6490;6074;6969;3397;3157;5654;5803;6768;5961;5573;6490;6074;6969;3157;6768;3397;5803;5573;6320;5961;3157;6157;5365;5397;3249;3124;6074;5616;5573;3819;6320;3157;6157;5961;3249;3124;6320;3157;6157;5961;3249;3124;5961;6074;3157;6157;5397;6320;5573;3819;5961;6074;6157;5397;6320;3157;6320;6768;5654;3397;6490;6092;6066;5397;6074;
136;5527;5586;5571;3691;6208;6555;6711;5688;6872;6894;9333;5705;6518;7006;5823;6684;6790;6693;;;6555;5705;5688;6711;3691;5527;6684;6518;6693;5823;6555;5705;5688;6711;3691;5527;6684;6518;6693;5823;6711;5705;6684;3691;6555;6518;5688;5823;5527;5586;6872;6208;5571;6790;3691;6894;5688;9333;7006;5823;5586;6872;6208;5527;3691;6894;5586;6872;6208;5527;3691;6894;5527;5586;3691;6208;5705;6711;6872;6894;5527;5586;6208;5705;6711;3691;6711;5586;6790;6518;5571;6636;7480;6711;5527;
137;6132;9462;6417;5390;6387;5424;6903;6635;6855;6423;6392;6817;6197;6274;6427;6678;6899;6282;;;6132;6903;6635;6817;6274;5424;6899;6417;6392;5390;6132;6903;6635;6817;6274;5424;6899;6417;6392;5390;6817;6903;6635;6274;6132;6417;5424;5390;6678;9462;5390;6387;6903;6282;6855;6427;6635;6817;6274;6423;9462;5390;6387;6678;6855;6427;9462;5390;6387;6678;6855;6427;6903;9462;5390;6387;6817;6417;6855;6423;6903;9462;5390;6417;6817;6387;9462;6417;6197;6282;6903;6936;6414;9462;6903;
138;5962;6513;7021;6116;6153;6217;6136;6042;5474;6133;6080;6031;6408;5958;6405;6150;6055;5581;;;5962;6513;7021;6136;6133;6080;6031;6042;6055;6405;5962;6513;7021;6136;6133;6080;6031;6042;6055;6405;6513;5962;6136;6133;6055;6031;7021;6405;6217;5581;6116;6153;7021;6080;5474;6405;6042;6150;5958;6133;6217;6116;6153;5581;5474;6405;6217;6116;6153;5581;5474;6405;6217;5962;6116;6153;7021;6513;5474;6133;6217;5962;6116;7021;6513;6153;7021;6513;6136;6408;6217;5970;6283;5962;6217;
139;6354;5796;6050;2865;2752;5972;6003;6461;5394;6499;6355;6476;6086;3791;6482;6052;6181;5456;;;6354;6003;6461;6476;6482;6052;6181;6086;5796;2752;6354;6003;6461;6476;6482;6052;6181;6086;5796;2752;6476;6003;6181;6482;6354;6461;5796;2752;5796;5972;5394;2752;6461;6050;3791;6499;6354;6355;2865;6482;5972;5394;2752;5796;3791;6499;5972;5394;2752;5796;3791;6499;6050;5796;2865;2752;6476;6461;5394;6499;6050;5796;2752;6003;6461;6499;6003;6476;5796;6461;6050;6187;6804;5796;6050;
140;6106;5553;5502;5774;9460;6294;6599;5537;7022;6163;6616;6798;6343;6221;7494;6286;6149;7170;;;6106;6599;5502;5537;7022;6294;5553;7170;6149;7494;6106;6599;5502;5537;7022;6294;5553;7170;6149;7494;5537;5502;6599;7022;6149;7170;6106;7494;5553;6616;5774;9460;6294;6343;7022;6163;5502;6286;6221;7494;6616;5774;9460;5553;7022;6163;6616;5774;9460;5553;7022;6163;5553;5502;5774;9460;6599;5537;7022;6163;5553;5502;9460;6599;5537;5774;6343;5537;5553;5502;6294;6713;7327;5502;5553;
141;3356;6473;5442;5357;6008;5638;5370;3480;6954;6190;5768;6979;3298;5593;2857;3799;8183;6102;;;5768;5370;3480;6979;6190;3799;6473;5442;6102;5357;5768;5370;3480;6979;6190;3799;6473;5442;6102;5357;6979;5370;3480;6190;3799;6473;5442;5357;8183;5638;5357;6008;3356;3298;6954;2857;3799;6473;5593;6190;8183;5357;6008;5638;6954;2857;8183;5357;6008;5638;6954;2857;5370;6473;5357;6008;6979;3356;6954;6190;5370;6473;5357;6979;3356;6954;3799;5442;6102;3480;8183;6837;6810;8183;6473;
142;6295;5750;5625;5410;5358;3347;6043;5775;5811;2853;2872;6510;5544;6037;5478;5659;3371;6669;;;6295;5750;5625;6510;5410;2872;6669;5775;5811;5358;6295;5750;5625;6510;5410;2872;6669;5775;5811;5358;5750;5625;6510;5410;6295;6669;5358;5811;3347;5544;6037;5478;6043;6295;5410;2853;3371;5775;5811;5358;3347;6037;5478;5544;5410;2853;3347;6037;5478;5544;5410;2853;5750;5625;5410;5358;6043;6295;5811;2853;5750;5625;5410;6043;6295;5811;5750;6043;3371;5625;5358;6070;5711;5625;6295;
143;5374;5719;6160;2844;5737;5414;5545;6212;6585;5788;5665;5805;9945;6087;6084;5986;5511;6078;;;5374;5805;6212;5737;6585;5665;9945;6160;6078;2844;5374;5805;6212;5737;6585;5665;9945;6160;6078;2844;5805;6212;5374;5737;9945;6160;6078;6585;6078;5511;2844;6084;5374;5414;6087;5788;6160;9945;6585;5737;5511;2844;6084;6078;6087;5788;5511;2844;6084;6078;6087;5788;6160;5374;2844;5737;9945;6212;6585;5788;6160;5374;5737;9945;6212;2844;9945;6078;2844;5719;5414;5398;7029;6078;9945;
144;7047;5469;6075;3376;5744;6845;6219;6741;6589;5372;6326;6834;5450;6275;5977;5989;;;;;7047;5469;6741;6326;6275;6845;6219;6075;5744;3376;7047;5469;6741;6326;6275;6845;6219;6075;5744;3376;6326;7047;6741;6275;6075;5469;6845;3376;6845;6075;6589;5744;6741;5469;5977;5372;5989;5450;3376;6275;6075;6589;5744;6845;5977;5372;6075;6589;5744;6845;5977;5372;6075;7047;3376;5744;6845;6741;6589;5372;7047;6075;3376;6845;6741;5744;6845;7047;6075;6741;3376;5423;6870;7047;6075;
145;5984;6135;3309;6734;6358;5792;6525;9946;6839;9331;5956;6310;3398;5724;6906;6214;6224;6260;;;5956;6310;6260;9946;6734;5984;6224;3398;6839;6358;5956;6310;6260;9946;6734;5984;6224;3398;6839;6358;5956;6260;9946;6734;6310;3398;6224;6839;6214;6135;5724;6358;6525;5792;6734;6906;9946;3309;6839;9331;6214;5724;6358;6135;9331;6906;6214;5724;6358;6135;9331;6906;9946;3309;6734;6358;6525;6135;6839;9331;9946;3309;6734;6525;6135;6839;3398;5956;6525;6734;6260;6731;6968;3309;6260;
146;7428;5611;2879;6916;5551;6722;6675;7080;6797;6689;7199;6781;6869;7096;7171;6857;6640;7509;;;7428;6781;7080;6689;6916;7199;6640;7509;7171;6797;7428;6781;7080;6689;6916;7199;6640;7509;7171;6797;6781;7080;6916;6689;5611;6640;7509;7171;6722;5611;6797;5551;6675;7428;6916;7096;2879;6869;7171;6689;5611;6797;5551;6722;6689;7096;5611;6797;5551;6722;6689;7096;2879;5611;6916;5551;7080;6675;6797;6689;2879;5611;5551;7080;6675;6689;6857;7171;6722;6916;5611;6770;6961;5611;2879;
147;5981;6402;6999;5995;5472;6649;6152;6314;6251;6886;6097;6356;5988;6742;6165;6146;6341;6020;;;6649;6152;6314;5472;6886;6097;6341;5988;6402;6251;6649;6152;6314;5472;6886;6097;6341;5988;6402;6251;6341;6152;5988;5472;6020;6402;6314;6886;6356;6402;5995;6165;6999;6146;6742;5472;6152;6097;6251;6886;6402;5995;6165;6356;6742;5472;6402;5995;6165;6356;6742;5472;6356;6402;5995;5472;6341;6152;6251;6886;6152;6402;5472;6341;6356;5995;6649;6999;6020;6097;6356;5931;6168;6152;6402;
148;5393;5751;6048;5964;5425;5568;3881;6406;6881;6508;6305;6488;3885;6496;6494;6403;7014;5687;;;5393;3881;5687;6508;6494;5568;6488;6048;5964;5425;5393;3881;5687;6508;6494;5568;6488;6048;5964;5425;3881;5393;6488;6508;6048;5687;5964;6494;5568;5751;6496;5425;6048;3885;6881;6508;7014;6406;5964;6494;5568;6496;5425;5751;6881;6508;5568;6496;5425;5751;6881;6508;5751;5393;5964;5425;5568;6048;6881;6508;5751;5393;5425;5568;6048;5964;5393;5751;6048;5568;6496;6182;6993;5751;5393;
149;6699;6154;6053;6375;5412;6350;6347;6393;6623;6324;6239;6878;6397;6026;6079;6594;6062;6083;;;6239;6154;6393;5412;6079;6594;6347;6397;6062;6375;6239;6154;6393;5412;6079;6594;6347;6397;6062;6375;6347;6154;6239;5412;6062;6594;6393;6079;6350;6878;6375;6623;6053;6699;6026;6324;6062;6347;6079;5412;6878;6375;6623;6350;6026;6324;6878;6375;6623;6350;6026;6324;6350;6699;6375;5412;6347;6154;6026;6324;6350;6699;5412;6347;6154;6375;6053;6594;6347;6397;6699;6115;6761;6878;6062;
150;7616;5575;5801;6206;6126;6069;6059;6300;6369;6747;5980;6416;6243;6039;6222;;6854;;;;7616;5575;6059;6416;6206;6069;5980;6243;6369;6126;7616;5575;6059;6416;6206;6069;5980;6243;6369;6126;6059;5575;6416;6206;5980;7616;6069;6369;5801;6854;6206;6126;6243;6300;6369;6747;6059;5575;6039;6222;6854;6206;6126;5801;6369;6747;6854;6206;6126;5801;6369;6747;6059;5575;6369;6126;7616;6416;6206;6747;6059;5575;6369;5980;6416;6206;6243;5575;7616;6854;6069;6603;6184;7616;5575;
151;6558;6612;5627;6921;6478;3317;5443;5396;6006;9461;5352;7381;5710;6763;5639;5592;6960;6349;;;3317;6612;5627;5443;6478;6558;7381;5710;6960;6763;3317;6612;5627;5443;6478;6558;7381;5710;6960;6763;5443;6612;7381;6478;3317;5627;6960;6763;6558;5352;6006;5639;5592;5396;6921;9461;6612;6349;6763;6478;5352;6006;5639;6558;6921;9461;5352;6006;5639;6558;6921;9461;5443;6612;6921;6478;7381;6558;6006;9461;5443;6612;6478;7381;6558;9461;6612;7381;6558;5352;5627;5451;5483;6612;5443;
