TeamId,ES L1 LW,ES L1 C,ES L1 RW,ES L1 LD,ES L1 RD,ES L2 LW,ES L2 C,ES L2 RW,ES L2 LD,ES L2 RD,ES L3 LW,ES L3 C,ES L3 RW,ES L3 LD,ES L3 RD,ES L4 LW,ES L4 C,ES L4 RW,ES L4 LD,ES L4 RD,PP5on4 L1 LW,PP5on4 L1 C,PP5on4 L1 RW,PP5on4 L1 LD,PP5on4 L1 RD,PP5on4 L2 LW,PP5on4 L2 C,PP5on4 L2 RW,PP5on4 L2 LD,PP5on4 L2 RD,PP5on3 L1 LW,PP5on3 L1 C,PP5on3 L1 RW,PP5on3 L1 LD,PP5on3 L1 RD,PP5on3 L2 LW,PP5on3 L2 C,PP5on3 L2 RW,PP5on3 L2 LD,PP5on3 L2 RD,PP4on3 L1 F1,PP4on3 L1 F2,PP4on3 L1 LD,PP4on3 L1 RD,PP4on3 L2 F1,PP4on3 L2 F2,PP4on3 L2 LD,PP4on3 L2 RD,PK4on5 L1 F1,PK4on5 L1 F2,PK4on5 L1 LD,PK4on5 L1 RD,PK4on5 L2 F1,PK4on5 L2 F2,PK4on5 L2 LD,PK4on5 L2 LD,PK4on5 L3 F1,PK4on5 L3 F2,PK4on5 L3 LD,PK4on5 L3 LD,PK3on5 L1 F1,PK3on5 L1 LD,PK3on5 L1 RD,PK3on5 L2 F1,PK3on5 L2 LD,PK3on5 L2 LD,PK3on4 L1 F1,PK3on4 L1 LD,PK3on4 L1 RD,PK3on4 L2 F1,PK3on4 L2 LD,PK3on4 L2 LD,4on4 L1 F1,4on4 L1 F2,4on4 L1 LD,4on4 L1 RD,4on4 L2 F1,4on4 L2 F2,4on4 L2 LD,4on4 L2 LD,3on3 L1 F1,3on3 L1 LD,3on3 L1 RD,3on3 L2 F1,3on3 L2 LD,3on3 L2 LD,Shootout 1,Shootout 2,Shootout 3,Shootout 4,Shootout 5,Goalie 1,Goalie 2,Extra Attacker 1,Extra Attacker 2,
105,7456,9319,7464,8619,8693,7471,8084,9330,9261,8149,8090,8019,8007,9221,9127,8076,8533,7974,,,7456,8084,7464,9319,8619,8076,8019,9330,8090,8149,7456,8084,7464,9319,8619,8076,8019,9330,8090,8693,7456,7464,8084,8619,9330,9319,8076,8693,9330,9319,8619,8149,8090,7471,9261,8693,7464,8007,9221,9127,9319,8619,8149,9330,9261,8693,9319,8619,8149,9330,9261,8693,7456,7464,8619,8149,7471,9319,9261,8693,7456,7464,8619,7471,9319,8149,7464,7456,9330,7471,9319,9313,8014,7464,7456,
106,9147,7010,6970,9349,9447,9167,6947,7410,8077,8073,9161,8005,7465,8678,8044,8625,9125,9201,,,9147,7010,6970,9447,9349,9167,8005,7410,6947,8077,9147,7010,6970,9447,9349,9167,8005,7410,6947,8077,7010,6970,9349,9447,6947,8005,7410,8077,7010,7410,9349,9447,7465,6947,8077,8044,8005,6970,8678,8073,7410,9349,9447,7010,8077,8044,7410,9349,9447,7010,8077,8044,7410,6970,9349,9447,6947,7010,8077,8073,7410,6970,9447,6947,7010,9349,6970,8005,7410,9447,6947,8031,8549,6970,7010,
107,8013,8542,7458,9432,7416,7453,9097,8163,7503,8089,8033,9144,8063,9357,8059,8543,9192,9137,,,8013,8542,8163,7416,9432,8033,9097,8063,8089,7503,8013,8542,8163,7416,9432,8033,9097,8063,7503,8089,8163,8013,9432,7416,8543,8033,7503,8089,7458,8013,9357,7416,7453,8063,9432,8089,8163,9192,7503,8059,8013,9357,7416,7458,9432,8089,8013,9357,7416,7458,9432,8089,7453,8013,9432,7416,8163,7458,7503,8089,7453,8013,9432,8163,7458,7416,9432,7416,7453,8013,8089,8109,7999,9432,7416,
108,7470,7004,7479,7421,9418,8012,8074,7473,,8690,8083,8065,8054,8677,7972,8527,8662,7426,,,7470,7004,7479,7421,9418,8083,8054,7473,7426,7972,7470,7004,7479,7421,9418,8083,8054,7473,7426,7972,7479,7470,7473,7421,8083,7004,7426,9418,8012,8054,,9418,7479,7470,8677,8690,7004,7473,7421,7972,8054,,9418,8012,8677,8690,8054,,9418,8012,8677,8690,7479,7470,7421,9418,8054,7473,,8690,7479,7470,7421,8054,7473,9418,7470,7479,7473,7421,8012,8056,7993,7470,7479,
109,8093,9329,7979,7540,7490,8092,7553,8162,9320,8035,7513,7440,8597,8147,8036,8030,8087,8011,,,8030,7440,8093,7540,7490,8162,8087,7979,7553,9320,8030,7440,8093,8087,7540,8162,7553,7979,7490,9320,8030,7440,8087,7540,9329,7553,9320,7490,8011,9329,9320,7490,8093,7553,7540,8035,7513,8092,8147,8036,9329,9320,7490,8011,7540,8035,9329,9320,7490,8011,7540,8035,7553,9329,7540,7490,8093,7440,9320,8035,7553,9329,7540,8093,7440,7490,7540,7440,9329,7513,8087,7538,8626,9329,7553,
110,7539,7036,7413,7542,7584,8028,9358,8091,8098,9163,7959,8144,8086,9213,9207,8058,7452,8068,,,7539,7036,7413,8144,7542,9358,8028,8068,7959,7584,7539,7036,7413,8144,7542,9358,8028,8068,7959,7584,7539,7413,7036,7542,9358,8144,8028,7584,7539,7036,7542,9163,8028,8086,7584,9207,8058,7413,8098,9213,7539,7542,7584,7036,8098,9163,7539,7542,7584,7036,8098,9163,7036,7539,7542,7584,8028,7413,8098,9163,7413,7539,7542,8028,7036,7584,7539,7036,7413,8028,9358,8564,9199,7036,7539,
111,8738,6951,7533,6917,7550,7518,9328,9424,8704,8085,8001,9351,8088,8580,8668,7418,8008,8548,,,8738,6951,7533,9328,6917,7518,9351,9424,7550,8668,8738,6951,7533,9328,6917,7518,9351,9424,7550,8668,6951,8738,7533,6917,9351,9328,9424,7550,7533,7518,6917,7550,6951,8738,8704,8085,9351,9328,8580,8668,7533,8085,7550,7518,6917,8668,7533,8085,7550,7518,6917,8668,8738,7533,6917,7550,9328,6951,8704,8085,8738,7533,7550,9328,6951,6917,8738,7533,6951,7518,9351,8529,9202,7533,6951,
112,8531,8737,7551,9342,9444,8602,7038,8010,7960,7976,8523,8067,7491,8568,7981,8666,9148,8070,,,7551,8737,8010,9444,9342,8523,7038,8666,7981,7960,7551,8737,8010,9444,9342,8523,7038,8666,7981,7960,7038,8737,9342,9444,8666,8010,7551,7981,8602,7491,9342,7976,7038,8010,7960,9444,8737,7551,8568,7981,8602,9342,7976,7491,7960,9444,8602,9342,7976,7491,7960,9444,7038,8737,9342,9444,8010,7551,7960,7976,7038,8737,9444,8010,7551,9342,9342,8737,7038,8070,9444,7466,8703,8737,7038,
113,7411,7015,8061,9336,9296,7980,9323,7545,9269,9111,8596,7457,7531,9216,9260,8594,8062,7965,,,7411,9323,8061,7015,9336,7980,7457,8594,8062,9296,7411,9323,7015,7457,9336,7980,8062,8061,8594,9296,7015,9323,7457,9336,7980,7411,8061,9296,7545,7015,9336,9296,9323,7965,9269,9111,7411,7457,9216,9260,7015,9336,9296,7545,9269,9111,7015,9336,9296,7545,9269,9111,9323,7015,9336,9296,7411,7457,9269,9111,9323,7015,9336,7411,7457,9269,8061,7015,7457,9323,7411,7512,9341,7015,8061,
114,6930,,8024,8045,7438,8055,7424,7990,8528,8080,8017,8665,8540,8603,8541,9160,7530,8606,,,8055,,7990,8024,7438,6930,7424,8606,8540,8045,8055,,7990,8024,7438,6930,7424,8606,8540,8045,8055,,8024,7438,7990,7424,6930,8080,,7424,8045,7438,7990,8024,8528,8080,6930,8540,8603,8541,7424,8045,7438,,8528,8080,7424,8045,7438,,8528,8080,7424,,8045,7438,8024,6930,8528,8080,7424,,7438,8024,6930,8080,,8055,8024,7424,7990,9361,8595,,8024,
115,9425,9404,7449,9315,8048,7507,8539,8003,8647,8032,7436,8574,8633,9106,9191,7982,9105,8661,,,9425,9404,7449,7436,9315,7507,8539,8003,8048,8032,9425,9404,7449,7436,9315,7507,8539,8003,8048,8032,9425,9404,7436,9315,8003,7449,8539,8048,8003,9425,9315,8048,7449,7507,8647,8032,7436,9404,9106,9191,9425,9315,8048,8003,8647,8032,9425,9315,8048,8003,8647,8032,9404,9425,9315,8048,8003,7449,8647,8032,9404,9425,9315,8003,7449,8048,7449,9404,9425,7507,7436,7461,9312,9425,9404,
116,7422,6957,7483,7536,7487,7492,6941,7983,5802,7995,9360,7967,8018,9177,8591,7522,8534,9222,,,7422,6941,7483,7536,5802,9360,6957,8018,7487,7995,7422,6941,7483,7536,5802,9360,6957,8018,7487,7995,9360,7422,6941,7536,6957,7483,7487,5802,7492,7422,5802,7487,9360,6957,7536,8591,7483,6941,9177,7995,7492,5802,7487,7422,7536,8591,7492,5802,7487,7422,7536,8591,6957,7422,7536,7487,9360,7492,5802,7995,6957,7422,7536,9360,7492,5802,7422,6941,7536,7483,7492,8108,8729,7422,7492,
117,7033,6948,7998,7478,9354,8046,7051,8097,8069,9301,8043,8567,8151,8051,9270,9112,8026,9093,,,7033,6948,7998,7051,7478,8043,8567,8097,9354,8051,7033,6948,7998,7051,7478,8043,8567,8097,8051,9354,7051,6948,7033,7478,7998,8567,8051,9354,7051,6948,7478,9354,8567,7033,8069,9301,8097,7998,9270,8051,6948,7478,9354,7051,8069,9301,6948,7478,9354,7051,8069,9301,7051,6948,7478,9354,8567,7033,8069,9301,7051,6948,7478,8567,7033,9354,6948,8046,7051,7478,7033,8658,9224,6948,7033,
118,9305,7018,9430,7419,9311,9343,7978,7488,9325,8676,7973,8009,9362,8720,7961,8135,8526,7547,,,9305,7018,9430,7419,9311,9343,7978,7488,8676,8720,9305,7018,9430,7419,9311,9343,7978,7488,8676,8720,9430,9305,7018,7419,7978,9343,8676,9311,9362,9343,9325,9311,9430,9305,7961,7419,7488,7018,8720,8676,9343,9325,9311,9362,7961,7419,9343,9325,9311,9362,7961,7419,9343,9305,7419,9311,7018,9430,9325,8676,9343,9305,9311,7018,9430,7419,9305,9343,9430,7973,7018,8629,9121,9305,9343,
119,8532,6950,9338,6919,9441,9183,7414,8547,7958,8016,9084,8615,8655,7996,8034,9109,9096,8525,,,8532,6950,9338,6919,8016,9183,7414,8547,9441,8034,8532,6950,9338,6919,8016,9183,7414,8547,9441,8034,9338,6950,8016,6919,8547,7414,8034,9441,6950,9338,6919,9441,9096,7414,7958,8016,8655,8547,7996,8034,6950,6919,9441,9338,7958,8016,6950,6919,9441,9338,7958,8016,9338,6950,6919,9441,8547,7414,7958,8016,9338,6950,6919,8547,7414,9441,6950,9338,8034,9441,6919,8717,8614,6950,9338,
120,9366,7484,6992,8742,7445,7495,7459,9335,7451,9431,7984,7991,7962,7548,8146,9184,8148,8601,,,9366,7459,9335,7451,7445,7984,7484,6992,8742,9431,9366,7459,9335,7451,7445,7984,7484,6992,8742,9431,6992,9335,7445,7451,8601,9366,9431,8742,7962,6992,8742,9431,7484,7459,7548,7445,8148,9335,7451,8146,6992,8742,9431,7962,7548,7445,6992,8742,9431,7962,7548,7445,9335,6992,8742,7445,9366,7484,7451,9431,9335,6992,7445,9366,7484,8742,6992,9366,7459,7445,9335,8057,8590,6992,7445,
121,7028,8023,7455,8002,7044,8555,9214,7514,8141,7534,8145,8075,9173,8544,8556,9200,9092,8563,,,8555,7028,7455,7044,7534,8145,9214,9173,8002,8556,7028,9214,7455,7044,7534,8555,8075,9173,8002,8556,7455,7028,7534,7044,8145,8555,8556,8002,7455,7028,8141,7044,8023,7514,8002,7534,8555,9092,8544,8556,7028,8141,7044,7455,8002,7534,7028,8141,7044,7455,8002,7534,7455,7028,8002,7044,8555,7514,8141,7534,7455,7028,7044,8555,7514,7534,7028,7455,7514,7044,8145,7425,9339,7028,7455,
122,7537,6983,7462,8546,8537,8029,9359,8039,9259,8572,8657,9130,8646,8663,9154,7977,9099,9174,,,7537,6983,7462,8029,8546,8657,9130,8646,8537,8572,7537,6983,7462,8029,8546,8657,9130,8646,8537,8572,7537,6983,8029,8546,8657,7462,8572,8537,9359,7537,8546,8537,6983,8029,9259,8572,7462,7977,8663,9154,9359,8546,8537,7537,9259,8572,9359,8546,8537,7537,9259,8572,6983,7537,8546,8537,7462,8029,9259,8572,6983,7537,8546,7462,8029,8537,7537,6983,8646,7462,8029,7966,8015,7537,6983,
123,5893,2065,5746,967,5895,1874,3774,1613,2951,3807,2058,2034,7068,3268,2126,2022,2881,2725,,,5893,2065,2725,5895,967,1874,3774,5746,2058,2126,5893,2065,2725,5895,967,1874,2058,5746,3774,2126,2065,5893,967,5895,2725,1874,3774,2126,7068,5746,3268,3807,2034,1613,2951,2126,5893,2022,967,5895,5746,3268,3807,1613,2951,2126,5746,3268,3807,1613,2951,2126,2065,5746,967,5895,1613,5893,2951,3807,5893,5746,5895,1613,2065,967,5893,1874,2725,1613,7068,526,1835,5893,1874,
124,1859,6142,6162,6145,8171,5486,9398,1627,8181,1730,1212,5533,1983,1415,6469,1179,1377,1232,,,1859,6142,6162,8171,,1212,9398,1983,1627,1415,1859,6142,6162,8171,,1212,9398,1983,1627,1415,6142,1859,1212,8171,5486,1377,1232,1415,1627,5533,6469,8171,1212,6162,8181,,,,,,6162,6469,8171,1627,8181,,6162,6469,8171,1627,8181,,1859,6162,6469,8171,6142,1627,6145,1415,1859,6162,6469,6142,1627,8171,1983,1859,6142,6162,9398,879,5810,6162,9398,
125,7026,516,1822,6484,8730,2892,2739,6121,66,5884,2876,3063,1911,6995,1563,6353,6652,509,,,7026,516,1822,8730,6484,6353,3063,1911,6652,5884,7026,516,1822,8730,6484,6353,3063,1911,6652,5884,1911,1822,516,8730,7026,3063,6652,6484,6121,2876,1563,66,2739,509,5884,6995,1822,2892,6484,8730,2876,1563,66,6121,5884,6995,2876,1563,66,6121,5884,6995,6121,1822,6484,8730,509,1911,66,5884,6121,1822,8730,509,1911,5884,7026,1822,516,2739,3063,665,737,1911,7026,
126,5368,5613,6348,6735,6303,6196,5997,6505,6342,5447,7042,5764,5561,6220,6383,,7260,5982,,,6196,5997,5982,5764,6383,5368,5613,6348,5561,6303,6196,5997,5982,5764,6383,5368,5613,6348,5561,6303,5764,5997,5982,6383,6348,6196,5561,6303,5613,6348,6735,6220,5561,6505,6342,6303,7042,5368,6383,5447,5613,6735,6220,6348,6342,6303,5613,6735,6220,6348,6342,6303,5997,5613,6735,6303,6348,5764,6342,5447,5997,5613,6303,6348,5764,6735,5997,5613,6348,5368,5561,2770,6495,5613,5997,
127,6129,6289,2850,5623,5572,6311,6298,5939,6593,5407,6535,6622,6529,6156,6604,5703,6128,5635,,,6129,6298,5939,6289,5623,5703,6128,6529,2850,6593,6129,6298,5939,6289,5623,5703,6128,6529,2850,6593,6129,6298,6289,5623,6529,5939,6128,6593,5635,2850,6156,5572,6535,6529,5623,5407,6311,6129,6593,6604,5635,6156,5572,2850,5623,5407,5635,6156,5572,2850,5623,5407,6129,2850,5623,5572,6289,6311,6593,5407,6129,2850,5623,6289,6311,6156,6129,2850,6289,5939,6311,6539,6180,2850,6129,
128,6412,6193,5585,5266,5475,5996,6014,6144,5973,5524,6325,6117,6213,5644,5641,6186,5978,6714,,,6186,6193,6144,5266,5524,5996,5978,5585,6213,5644,6186,6193,6144,5266,5524,5996,5978,5585,6213,5644,5978,6193,5524,5266,6144,6213,5585,5644,6117,6325,5973,5475,6014,5585,5266,5641,6412,5996,5644,5524,6117,5973,5475,6325,5266,5641,6117,5973,5475,6325,5266,5641,5585,6193,5266,5475,6117,6014,5973,5524,5585,6193,5266,5978,6014,5973,6193,5266,6014,6714,5524,7302,6287,6193,5585,
129,6523,5786,5763,2887,6091,6978,6626,3425,6004,5957,5600,3221,6248,6926,6195,6089,6174,7254,,,3221,5786,6248,3425,6091,6523,6626,7254,6174,2887,3221,5786,6248,3425,6091,6523,6626,7254,6174,2887,6248,3221,3425,6091,5786,6523,7254,2887,5763,5600,2887,6091,3425,6248,6004,5957,6523,5786,6926,6195,5600,2887,6091,5763,6004,5957,5600,2887,6091,5763,6004,5957,5763,3425,2887,6091,6523,6248,6004,5957,5763,3425,2887,6523,6248,6091,5786,3221,6248,6523,7254,6198,6395,6523,5786,
130,6646,5758,6577,5569,2858,6474,6835,6532,3409,5594,3368,5689,5574,5500,6875,5677,5622,5645,,,6646,5758,6577,5569,5594,6474,5689,5574,6835,5500,6646,5758,6577,5569,5594,6474,5689,5574,6835,5500,6835,5758,5594,5569,5574,5689,6646,5500,6532,5645,3409,2858,5758,3368,5569,6875,5689,6835,5500,5594,5645,3409,2858,6532,5569,6875,5645,3409,2858,6532,5569,6875,5689,5758,5569,2858,5574,6835,5500,5594,6835,5758,5569,6646,5689,2858,6577,6532,5677,6835,5574,6813,7115,5758,6532,
131,3450,8180,5386,6586,7031,6017,6056,6005,5741,6764,6710,6721,6455,6034,5381,6046,6851,6944,,,3450,8180,5386,7031,6764,6017,6721,6005,6851,5741,3450,8180,5386,7031,6764,6017,6721,6005,6851,5741,3450,5386,6764,7031,6721,8180,6851,5741,6056,6005,6586,5381,5386,6455,6034,7031,6710,3450,5741,6764,6005,6586,5381,6056,6034,7031,6005,6586,5381,6056,6034,7031,3450,5386,6586,7031,8180,6005,5741,6764,3450,5386,7031,8180,6005,6764,3450,6056,6005,6851,7031,2756,6753,8180,3450,
132,5543,3423,6492,3882,6556,3811,6546,5809,6552,6553,5790,6201,5647,5514,7524,6862,5379,6030,,,5543,3423,6492,6201,7524,3811,5379,6030,6546,3882,5543,3423,6492,6201,7524,3811,5379,6030,6546,3882,6201,3423,5379,7524,3811,5543,6546,3882,6546,5809,6552,6556,5647,6492,5514,6553,3423,5790,3882,7524,6546,6552,6556,5809,5514,6553,5809,6552,6556,6546,5514,6553,5809,3423,3882,6556,6201,6546,6552,6553,5809,3423,3882,6201,6546,6556,5379,6201,6546,3811,5543,6491,5749,6546,5809,
133,5547,6759,6357,5953,6743,6733,5991,6904,6058,5720,6389,6376,6955,5824,6099,6842,6933,6541,,,6733,6376,6357,5953,6058,5547,6933,6904,6842,5824,6733,6376,6357,5953,6058,5547,6933,6904,5824,6099,6933,6376,6058,5953,6357,6842,6099,5824,5547,6541,6058,6743,5991,6759,5824,5720,6376,6955,5953,6099,6541,5824,6743,5547,6058,5720,6541,6058,6743,5547,5824,5720,5991,6759,5953,6743,6933,6376,5824,5720,5991,6759,5953,6933,6376,5824,6842,5547,6759,6733,5720,5668,6215,6541,6733,
134,6199,6847,6169,6475,2831,6942,6125,5727,6624,5773,6054,6362,6911,6211,6991,6002,6952,6379,,,6199,6362,6169,2831,5773,6942,6054,5727,6624,6475,6199,6362,6169,2831,5773,6942,6125,5727,6624,6475,6199,6169,5773,2831,6054,6942,6475,6624,6169,6847,6475,6991,6199,6952,6211,2831,6054,6942,6624,5773,6169,6475,6991,6847,6624,2831,6169,6475,6991,6847,6624,2831,6199,6169,6475,2831,6054,6942,6211,5773,6199,6169,2831,6054,6942,5773,5727,5773,6169,6475,6002,5820,7075,6169,5727,
135,6757,6074,6320,3157,6157,5365,5397,5961,3819,3124,6490,5616,6674,5573,3249,5654,3397,5803,,,6757,6074,5961,6490,3157,5654,3397,5365,5803,3819,6757,6074,5961,6490,3157,5654,3397,5365,5803,3819,6757,6074,6490,3157,5803,3397,5654,3819,6320,5961,3157,6157,5365,5397,3249,3124,6674,5616,3819,5573,6320,3157,6157,5961,3249,3124,6320,3157,6157,5961,3249,3124,5961,6074,3157,6157,6757,6320,5573,3124,5961,6074,6157,6757,6320,3157,3397,5365,6674,5961,5397,6066,6092,6074,6674,
136,5527,6711,5571,7006,6208,6555,6518,5688,6872,6894,7043,6790,6693,3691,5823,6962,6684,9333,,,6555,6711,6518,7006,3691,7043,6684,5688,6693,5823,6555,6711,6518,6684,7006,7043,6693,5688,3691,5823,6518,6711,6555,7006,6693,6684,5823,3691,6790,5527,6872,6208,6962,5571,7006,6894,5688,9333,3691,5823,5527,6872,6208,6790,7006,6894,5527,6872,6208,6790,7006,6894,6518,6711,7006,6208,6790,5527,6872,6894,5527,6711,6208,6555,6518,7006,6555,5527,6518,6790,6962,6636,6915,6711,5527,
137,6392,9462,6417,5390,6387,5424,6817,6635,6855,6423,6132,6899,6282,6274,6427,6678,6903,6197,,,6392,6817,6635,5424,5390,6132,6899,6417,6197,6274,6392,6817,6417,5424,5390,6132,6899,6635,6197,6274,6392,6817,5424,5390,6635,6417,6899,6274,6678,9462,5390,6387,6817,6282,6855,6427,5424,6392,6274,6423,9462,5390,6387,6678,6855,6427,9462,5390,6387,6678,6855,6427,6817,9462,5390,6387,6417,6392,6855,6423,6817,9462,5390,6417,6392,6387,6417,6635,6899,6282,6903,6936,6414,9462,6903,
138,6217,6513,7021,6116,6153,6080,6136,6042,5474,6133,5962,6031,5581,5958,6405,6150,6055,6408,,,5962,6513,7021,6031,6133,6080,6136,6042,6055,6405,5962,6513,7021,6031,6133,6080,6136,6042,6055,6405,5962,6513,6031,6133,6055,6136,7021,6405,6217,5581,6116,6153,7021,6080,5474,6405,6042,6150,5958,6133,6217,6116,6153,5581,5474,6405,6217,6116,6153,5581,5474,6405,6217,6513,6116,6153,6080,7021,5474,6133,6217,6513,6116,5962,7021,6153,6136,6513,7021,6080,6133,5970,6283,5962,6513,
139,6354,5796,6050,5394,2752,6355,6476,6461,2865,6499,5972,6003,5488,3791,5456,6052,6181,6086,,,6354,6476,6461,6003,2752,6052,6181,6086,5796,6499,6354,6476,6461,6003,2752,6052,6181,6086,5796,6499,6003,6476,6181,2752,6354,6461,5796,5456,5796,5972,5394,2752,6354,6461,2865,6499,6086,6355,3791,5456,5972,5394,2752,5796,2865,6499,5972,5394,2752,5796,2865,6499,6050,5796,5394,2752,6476,6461,2865,6499,6050,5796,6499,6476,6461,2752,6003,5972,6086,5796,2752,6187,6804,5796,6050,
140,6106,5553,5502,5774,6221,6286,6599,5537,7022,9460,6616,3375,6343,7494,6163,6294,6149,7170,,,6106,6599,5502,5537,7022,6286,3375,7170,6149,7494,6106,6599,5502,5537,7022,6286,3375,7170,6149,7494,5537,5502,6599,7022,6106,3375,7170,7494,6294,6616,5774,9460,6343,5553,6163,6221,5502,6286,7022,7494,6616,5774,9460,6294,6163,6221,6616,5774,9460,6294,6163,6221,5553,5502,5774,6221,6599,5537,7022,9460,5553,5502,6221,6599,5537,9460,6343,5537,6106,3375,5774,6713,7327,5502,5553,
141,5638,6473,3298,6954,2857,3356,5370,3480,5357,6008,5768,3799,5442,5593,6190,8183,6979,7049,,,5768,5370,3480,6979,6954,3799,7049,5442,6473,6190,5768,5370,3480,6979,6954,3799,7049,5442,6473,2857,6979,5370,7049,6954,6473,3480,3799,6190,5638,8183,6954,2857,3298,3356,5357,6008,3799,6473,5593,6190,5638,6954,2857,8183,5357,6008,5638,6954,2857,8183,5357,6008,5638,6473,6954,2857,3799,5370,5357,6008,5638,6473,6954,5370,3799,2857,3799,5442,6979,7049,6473,6837,6810,8183,6473,
142,3347,6043,5625,6897,6148,6295,3371,3372,5377,5478,5659,5750,5775,3393,5358,5747,2872,5544,,,6295,5750,5625,3372,5358,5659,3371,5775,2872,6148,6295,5750,5625,3372,5358,5659,3371,5775,2872,6148,5750,5625,5775,5358,3371,3372,2872,6148,3347,5544,3393,5478,6043,5747,6897,6148,5775,3372,5377,5358,3347,3393,5478,5544,6897,6148,3347,3393,5478,5544,6897,6148,5625,6043,6897,6148,3372,5775,5377,5478,6043,5625,6148,5775,3372,5478,5750,5625,5775,6043,3371,6070,5711,5625,6295,
143,5414,5719,6078,6087,5737,5665,5545,6160,6585,5374,6291,5805,5511,6084,2844,5986,,6212,,,5665,5805,6212,5737,5374,5414,5719,6078,6160,6585,5665,5805,6212,5737,5374,5414,5719,6078,6160,6585,6212,5805,6078,5737,5719,6160,5545,5374,6078,5511,6087,2844,5719,5414,6585,5737,5545,6160,6084,5374,5511,6087,2844,6078,6585,5737,5511,6087,2844,6078,6585,5737,6078,5719,6087,5737,6160,5545,6585,5374,6078,5719,5737,6160,5545,5374,5374,6078,5719,2844,5805,5398,7029,6078,6160,
144,5378,7618,6240,5516,5372,7047,5469,6075,3376,5744,6845,6219,6741,6589,5977,6326,6834,5450,,,7047,5378,6741,6326,5516,6219,7618,6240,5469,3376,7047,5378,6741,6326,5516,6219,5469,6240,7618,3376,6326,7047,5378,5516,5469,6741,7618,3376,7618,6075,6589,5372,6240,6845,5516,5744,6741,5378,3376,5977,6075,6589,5372,7618,5977,5744,6075,6589,5372,7618,5977,5744,6240,7618,5516,5372,7047,5378,3376,5744,6240,7618,5516,7047,5378,3376,7047,6845,7618,6075,6219,5423,6870,5378,7618,
145,5984,6525,6260,6839,6358,5792,6135,3309,6175,9331,5956,6310,3398,6734,6906,6224,6263,6214,,,5984,5956,6260,3398,6839,5792,6310,3309,6734,6358,5984,5956,6260,3398,6839,5792,6310,3309,6734,6358,5956,6260,3398,6839,6263,6310,6224,6734,6214,6135,6175,6358,6525,5792,6839,6906,3398,3309,6734,9331,6214,6175,6358,6525,9331,6906,6214,6175,6358,6525,9331,6906,3309,6260,6839,6358,6525,6135,6175,9331,3309,6260,6358,6135,6525,6839,3309,5984,6260,6135,3398,6731,6968,3309,6263,
146,6891,5611,2879,6797,5551,6722,6781,7080,6916,7171,7428,6675,6668,6689,7305,6857,7199,6869,,,6891,5611,6668,7171,7305,6722,6781,7080,6916,6689,6891,5611,7080,7171,6916,6722,6781,6668,7305,5551,7080,6891,6668,7171,6722,5611,7305,6916,7428,5611,6797,5551,6722,6857,6916,7305,2879,6869,7171,6689,5611,6797,5551,7428,6916,7305,5611,6797,5551,7428,6916,7305,5611,6891,6797,5551,7428,6722,6916,7171,5611,6891,5551,7428,6722,6797,7171,6668,6857,5611,7080,6770,6961,5611,2879,
147,6649,6152,6999,5995,6103,5981,6356,6314,6165,5472,6097,6341,6170,6251,6886,6164,5988,6402,,,6649,6152,6314,6341,5472,6097,5988,6999,6402,6103,6649,6152,6314,6341,5472,6097,5988,6999,6402,6103,6341,6152,5988,5472,6402,6649,6097,6103,6402,6356,5995,6103,6097,6164,6165,5472,6999,6152,6251,6886,6356,5995,6103,6402,6165,5472,6356,5995,6103,6402,6165,5472,6356,6152,5995,6103,6402,6341,6165,5472,6356,6152,5472,6402,6341,6103,6152,6649,6314,5995,6999,5931,6168,6152,6402,
148,5393,3881,3885,6881,5425,2949,6488,5687,5964,6508,5751,3408,6406,6494,6547,5568,7014,6305,,,5393,6488,5687,2949,6508,5751,3881,6406,6494,5964,5393,6488,5687,6508,6494,2949,3881,6406,5751,5964,2949,5393,6488,6508,5687,3881,5751,6494,5568,3885,6547,5425,3408,5751,6881,6508,6305,6406,5964,6494,5568,6547,5425,3885,6881,6508,5568,6547,5425,3885,6881,6508,2949,5393,6881,5425,5568,5751,5964,6508,2949,5393,5425,5568,5751,6508,2949,5393,5751,5568,3881,6182,6993,5751,5393,
149,6062,6278,6397,6375,5412,6699,6878,6154,6623,6324,6350,6347,6393,6026,5960,6594,6053,6239,,,6062,6278,6397,5412,5960,6594,6878,6154,6239,6324,6062,6278,6397,5412,5960,6594,6878,6154,6393,6324,6062,6278,6397,5412,6594,6154,6393,5960,6699,6878,6375,6623,6062,6350,6026,6324,6053,6278,5960,5412,6878,6375,6623,6699,6026,6324,6878,6375,6623,6350,6026,6324,6062,6278,6375,5412,6878,6397,6623,6324,6062,6278,5412,6397,6878,6324,6239,6397,6594,6347,6393,6115,6738,6878,6053,
150,7616,5575,5801,6039,6222,6069,5980,6300,6206,6747,6418,6854,6059,6369,6126,,6416,6243,,,7616,5575,6059,5980,6039,6069,6416,6243,6418,6222,7616,5575,6059,5980,6039,6069,6416,6243,6418,6222,5980,5575,6059,6039,6416,7616,6069,6222,5801,6854,6039,6222,6243,6300,6206,6747,5980,5575,6369,6126,6854,6039,6222,5801,6206,6747,6854,6039,6222,5801,6206,6747,5801,5575,6039,6747,6854,5980,6369,6222,5801,5575,6039,6300,5980,6206,6243,6059,5575,5980,6854,6603,6184,7616,5575,
